record_id,issuer,ticker,report_frequency,document_subtype,report_year_label,webpage_title,source_page_url,download_url,http_status,content_type,source_tier
NSE-00001,Kenya Orchards Limited,ORCH,Annual / full-year,Annual report,2007,Kenya Orchards Limited Annual report and financial statements for the year ended 31 December 2007,https://www.cmarcp.or.ke/,https://www.cmarcp.or.ke/joomlatools-files/docman-files/NSE%20Listed%20companies%20Annual%20Reports/MANUFACTURING%20AND%20ALLIED/Kenya%20Orchards%20Ltd/2007.pdf,linked from source page,application/pdf (inferred from URL),CMA/regulator fallback
NSE-00002,Kenya Orchards Limited,ORCH,Annual / full-year,Annual report,2020,Kenya Orchards Limited Annual report and financial statements for the year ended 31 December 2020,https://annualreport.cma.or.ke/,https://annualreport.cma.or.ke/media/MANUFACTURING%20AND%20ALLIED/Kenya%20Orchards/documents/2020.PDF,linked from source page,application/pdf (inferred from URL),CMA/regulator fallback
