ticker,issuer,official_route,status_at_reference_date,treatment
TRFC,TRIFIC Green USD I-REIT,https://trific.co.ke/i-reit/,Official page is a 2026 offering/listing page rather than an annual or periodic report archive,No prospectus indexed as a report; first reporting-period documents may not yet be publicly posted
