issuer,ticker,title,url,source_page,source_tier,report_year_label,notes
Homeboyz Entertainment PLC,HBE,UNAUDITED HALF YEAR RESULTS FOR THE PERIOD ENDED 30TH JUNE 2025,https://homeboyz.co.ke/investors/HBE%20FINANCIAL%20PRESS%20RELEASED%20-%2029.08.2025-2.pdf,https://homeboyz.co.ke/investor-relations,Issuer website,2025,Exact title and direct PDF link exposed on official investor-relations page; H1 period confirmed by title.
Homeboyz Entertainment PLC,HBE,HOMEBOYZ ENTERTAINMENT PLC ANNOUNCEMENT OF AUDITED RESULTS FOR THE YEAR ENDED DECEMBER 2024,https://homeboyz.co.ke/investors/HOMEBOYZ%20ENTERTAINMENT%20PLC%20ANNOUNCEMENT%20OF%20AUDITED%20RESULTS%20FOR%20THE%20YEAR%20ENDED%20DECEMBER%202024%20V2%20A.pdf,https://homeboyz.co.ke/investor-relations,Issuer website,2024,Exact title and direct PDF link exposed on official investor-relations page; annual period confirmed by title.
