issuer,ticker,title,url,filename,source_page,source_tier
Deacons (East Africa) PLC,DCON,Deacons (East Africa) PLC financial statements / report 2018,https://annualreport.cma.or.ke/media/COMMERCIAL%20AND%20SERVICES/Decons%20(East%20Africa)%20Plc/documents/2018.PDF,2018.PDF,https://annualreport.cma.or.ke/,CMA/regulator fallback
