issuer,ticker,title,url,filename,source_page,source_tier,report_year_label,notes
Kenya Orchards Limited,ORCH,Kenya Orchards Limited Annual report and financial statements for the year ended 31 December 2007,https://www.cmarcp.or.ke/joomlatools-files/docman-files/NSE%20Listed%20companies%20Annual%20Reports/MANUFACTURING%20AND%20ALLIED/Kenya%20Orchards%20Ltd/2007.pdf,2007.pdf,https://www.cmarcp.or.ke/,CMA/regulator fallback,2007,Exact CMA-hosted PDF; report period confirmed by document title/cover.
Kenya Orchards Limited,ORCH,Kenya Orchards Limited Annual report and financial statements for the year ended 31 December 2020,https://annualreport.cma.or.ke/media/MANUFACTURING%20AND%20ALLIED/Kenya%20Orchards/documents/2020.PDF,2020.PDF,https://annualreport.cma.or.ke/,CMA/regulator fallback,2020,Exact CMA-hosted PDF; report period confirmed by document title/cover.
