title,url,filename,source_page,source_tier
Limuru Tea Plc- Audited Results for the Year Ended 31st December 2025,https://www.nse.co.ke/wp-content/uploads/Limuru-Tea-Plc-Audited-Results-for-the-Year-Ended-31st-December-2025.pdf,Limuru-Tea-Plc-Audited-Results-for-the-Year-Ended-31st-December-2025.pdf,https://www.nse.co.ke/listed-company-announcements/,NSE/exchange fallback
