issuer,ticker,title,url,filename,source_page,source_tier
Liberty Kenya Holdings PLC,LBTY,Liberty Life Assurance Kenya Limited Annual Financial Statements and Reports for the year ended 31 December 2022,https://annualreport.cma.or.ke/media/INSURANCE/Liberty%20Kenya%20Holdings/documents/2022.pdf,2022.pdf,https://annualreport.cma.or.ke/,CMA/regulator fallback
